20130903 80507880.00 3826502.00
20130904 33366708.00 5123201.00
20130905 38716505.00 4026090.00
20130906 38923186.00 2960086.00
20130907 34076183.00 4674119.00
20130908 38796909.00 3458751.00
20130909 49312473.00 5640803.00
20130910 94684143.00 4737939.00
20130911 98944459.00 4887487.00
20130912 68573684.00 6134732.00
20130913 71655946.00 6513431.00
20130914 30975443.00 2449865.00
20130915 37059683.00 2993592.00
20130916 161656210.00 4585488.00
20130917 76204815.00 3075100.00
20130918 42926608.00 2788140.00
20130919 24778048.00 2197881.00
20130920 28365762.00 2462918.00
20130921 32406340.00 2655841.00
20130922 67514169.00 4795752.00
20130923 54658160.00 13664826.00
20130924 74250859.00 6876331.00
20130925 47274168.00 3878952.00
20130926 68718693.00 8338252.00
20130927 42166121.00 3797939.00
20130928 39995798.00 6761391.00
20130929 34433848.00 6378811.00
20130930 28398050.00 9842291.00
20131001 19137499.00 2004563.00
20131002 11562708.00 2386169.00
20131003 10101194.00 1502285.00
20131004 19907689.00 4280664.00
20131005 26364686.00 1514007.00
20131006 38730653.00 2931570.00
20131007 42797733.00 6620676.00
20131008 109806912.00 7122908.00
20131009 72422299.00 8883001.00
20131010 72094613.00 7061370.00
20131011 82674757.00 3564500.00
20131012 81901136.00 6943327.00
20131013 71149981.00 4273577.00
20131014 130315300.00 7783174.00
20131015 85704304.00 7010950.00
20131016 100948091.00 8108405.00
20131017 87203217.00 5594997.00
20131018 98151450.00 4197983.00
20131019 53148443.00 7939723.00
20131020 47766681.00 4669856.00
20131021 106030290.00 15776938.00
20131022 145611496.00 17065810.00
20131023 106093112.00 12090715.00
20131024 69530830.00 7363228.00
20131025 69936453.00 11129979.00
20131026 55752506.00 4620277.00
20131027 68007543.00 11575035.00
20131028 129993375.00 12996206.00
20131029 102050144.00 5155539.00
20131030 109663260.00 7047733.00
20131031 90926701.00 9967594.00
20131101 150904945.00 8910803.00
20131102 62132300.00 9215431.00
20131103 68707870.00 8410792.00
20131104 300027403.00 7225760.00
20131105 180904814.00 12228633.00
20131106 181474910.00 19226831.00
20131107 167963464.00 13495904.00
20131108 231749471.00 10129799.00
20131109 126467028.00 10908069.00
20131110 164813471.00 21808380.00
20131111 147986439.00 180655486.00
20131112 148469647.00 12308127.00
20131113 174554976.00 14898738.00
20131114 167996058.00 8088009.00
20131115 124270704.00 9874031.00
20131116 118085705.00 7299663.00
20131117 111786622.00 10008509.00
20131118 195766477.00 14312742.00
20131119 131365419.00 14639949.00
20131120 166163002.00 13264281.00
20131121 221166938.00 8839246.00
20131122 128528687.00 20387183.00
20131123 89109018.00 6482889.00
20131124 102394991.00 7319621.00
20131125 147143602.00 23796084.00
20131126 258037702.00 16533187.00
20131127 134774128.00 13441519.00
20131128 139760425.00 12326030.00
20131129 122536344.00 12980677.00
20131130 116865492.00 10367540.00
20131201 137889992.00 20461768.00
20131202 345313258.00 31233938.00
20131203 268666856.00 25720023.00
20131204 219456372.00 15845867.00
20131205 190825287.00 13825962.00
20131206 152197159.00 10624967.00
20131207 138882605.00 14079254.00
20131208 124886903.00 19207555.00
20131209 174652812.00 20902701.00
20131210 179471612.00 15768961.00
20131211 239916977.00 16209163.00
20131212 140360007.00 44454483.00
20131213 164672690.00 31197293.00
20131214 129045596.00 15765191.00
20131215 205882387.00 18057269.00
20131216 196489931.00 32671212.00
20131217 193980797.00 12025370.00
20131218 180215804.00 10725473.00
20131219 233631357.00 15536057.00
20131220 133867400.00 19964515.00
20131221 112000779.00 10610110.00
20131222 154543217.00 20715917.00
20131223 198747367.00 24846016.00
20131224 305406334.00 21559120.00
20131225 380076148.00 27956029.00
20131226 220287409.00 21372055.00
20131227 211118967.00 22373377.00
20131228 192808006.00 18517636.00
20131229 161473347.00 15925186.00
20131230 286358778.00 20652334.00
20131231 265851934.00 23640780.00
20140101 330926565.00 21750788.00
20140102 434956739.00 22941048.00
20140103 342074805.00 23841309.00
20140104 186085910.00 21965772.00
20140105 206030707.00 20843557.00
20140106 442494042.00 25009899.00
20140107 589726496.00 27531206.00
20140108 264025160.00 24398384.00
20140109 280698487.00 25855665.00
20140110 237797636.00 26458750.00
20140111 243403438.00 30620108.00
20140112 228255344.00 24005816.00
20140113 447207050.00 21903534.00
20140114 356907128.00 29631300.00
20140115 391408718.00 38808458.00
20140116 374947083.00 23865821.00
20140117 345426853.00 21879996.00
20140118 233200688.00 36540346.00
20140119 185082022.00 29952235.00
20140120 335761027.00 45103607.00
20140121 412854611.00 48810525.00
20140122 498730606.00 35396154.00
20140123 481450097.00 37120406.00
20140124 614103894.00 37926576.00
20140125 440854623.00 44376079.00
20140126 528402520.00 19451300.00
20140127 657199484.00 36768288.00
20140128 843424742.00 32950093.00
20140129 952479658.00 48600473.00
20140130 227916211.00 18939954.00
20140131 87324175.00 10305654.00
20140201 64287172.00 11374370.00
20140202 57912761.00 11592943.00
20140203 84329848.00 20070740.00
20140204 83653646.00 14428523.00
20140205 209043990.00 34014315.00
20140206 227860276.00 37275155.00
20140207 578818221.00 28411171.00
20140208 358255468.00 29127148.00
20140209 341911234.00 28979242.00
20140210 647465140.00 52832088.00
20140211 818803205.00 39473499.00
20140212 763009770.00 49996692.00
20140213 626698794.00 49969512.00
20140214 490710434.00 114214873.00
20140215 255393179.00 23332090.00
20140216 331324628.00 27525012.00
20140217 706118060.00 25038922.00
20140218 593563145.00 41210804.00
20140219 408367966.00 27154783.00
20140220 478925191.00 42179906.00
20140221 353981687.00 35272987.00
20140222 282022706.00 37388618.00
20140223 337053711.00 27025520.00
20140224 656317045.00 38373586.00
20140225 563505889.00 50699394.00
20140226 680801145.00 53686988.00
20140227 672909288.00 61051395.00
20140228 428721754.00 48124571.00
20140301 362865580.00 39537010.00
20140302 276202230.00 46033199.00
20140303 505305862.00 45213317.00
20140304 524146340.00 44291502.00
20140305 454295491.00 48032386.00
20140306 561787770.00 30563498.00
20140307 380139779.00 42629946.00
20140308 243274169.00 43290047.00
20140309 244752519.00 31892792.00
20140310 497338076.00 53902450.00
20140311 430500816.00 47244953.00
20140312 377007897.00 34788679.00
20140313 346286910.00 47886605.00
20140314 315897431.00 44371878.00
20140315 287407002.00 34294409.00
20140316 269387391.00 19600978.00
20140317 339008082.00 50250618.00
20140318 435479117.00 54642238.00
20140319 359014064.00 30164627.00
20140320 365011495.00 36054285.00
20140321 282351818.00 39994785.00
20140322 191700135.00 33200246.00
20140323 167456369.00 30812667.00
20140324 313180334.00 38247589.00
20140325 314345006.00 47181167.00
20140326 272935544.00 38674025.00
20140327 266231082.00 36993856.00
20140328 225966355.00 37979942.00
20140329 160250985.00 31519710.00
20140330 205533934.00 34723348.00
20140331 398884905.00 48345100.00
20140401 453320585.00 49540539.00
20140402 355347118.00 51040952.00
20140403 363877120.00 45762040.00
20140404 251895894.00 37871189.00
20140405 202336542.00 43889726.00
20140406 129477254.00 29557907.00
20140407 196936223.00 40119763.00
20140408 354770149.00 44570398.00
20140409 383347565.00 50308002.00
20140410 386567460.00 53154622.00
20140411 237829882.00 84205696.00
20140412 177642053.00 39287860.00
20140413 208172985.00 50587988.00
20140414 309853269.00 40950669.00
20140415 428681231.00 35499014.00
20140416 387847838.00 43923418.00
20140417 355792647.00 38627405.00
20140418 239300383.00 32020413.00
20140419 268729366.00 33261685.00
20140420 191259529.00 35438855.00
20140421 301134667.00 65340198.00
20140422 285248757.00 46610311.00
20140423 313677307.00 47960929.00
20140424 318358891.00 43022139.00
20140425 220927432.00 41053152.00
20140426 151625415.00 34986838.00
20140427 146837951.00 28315151.00
20140428 324937272.00 53228205.00
20140429 330607104.00 48275458.00
20140430 260091330.00 61314568.00
20140501 193045106.00 46481549.00
20140502 125336258.00 24171256.00
20140503 185094488.00 41506485.00
20140504 303087562.00 65972622.00
20140505 370924149.00 66043856.00
20140506 318002728.00 61126871.00
20140507 417327518.00 40650214.00
20140508 392838756.00 47941936.00
20140509 281479009.00 48319772.00
20140510 287240171.00 38040745.00
20140511 182424063.00 38400973.00
20140512 325108597.00 48093256.00
20140513 275241493.00 61456142.00
20140514 305474522.00 45318037.00
20140515 313367089.00 37879297.00
20140516 231967423.00 37551420.00
20140517 170983868.00 32944450.00
20140518 164419642.00 40062277.00
20140519 259077930.00 51391608.00
20140520 453955303.00 47536760.00
20140521 297799722.00 45455883.00
20140522 344636549.00 45562332.00
20140523 249546195.00 60184458.00
20140524 160073254.00 30780112.00
20140525 166943526.00 45685873.00
20140526 344890868.00 54429404.00
20140527 299049555.00 54053714.00
20140528 276134813.00 74293409.00
20140529 320549863.00 54803737.00
20140530 226547701.00 52407524.00
20140531 146823669.00 23557943.00
20140601 183489775.00 33825537.00
20140602 158219402.00 38668393.00
20140603 270887462.00 55464815.00
20140604 274460744.00 54260600.00
20140605 380042567.00 89226348.00
20140606 301413900.00 55681761.00
20140607 187801995.00 38318930.00
20140608 302171269.00 36440988.00
20140609 366114374.00 52422163.00
20140610 354031597.00 68280581.00
20140611 327661453.00 80918118.00
20140612 332365185.00 75247726.00
20140613 216923770.00 56967852.00
20140614 181574530.00 29831979.00
20140615 166080126.00 30194033.00
20140616 387308484.00 58644674.00
20140617 270350693.00 46759557.00
20140618 335262709.00 43682078.00
20140619 338609087.00 45420417.00
20140620 251582530.00 44882716.00
20140621 177999186.00 54561773.00
20140622 147180819.00 49236322.00
20140623 232227670.00 47744484.00
20140624 245450766.00 80582484.00
20140625 264663201.00 79096124.00
20140626 297628039.00 66292846.00
20140627 264282703.00 44685853.00
20140628 153826161.00 59857221.00
20140629 158801540.00 48105024.00
20140630 334054112.00 71593561.00
20140701 384428753.00 76352332.00
20140702 384555819.00 54590504.00
20140703 297894643.00 72000589.00
20140704 211649838.00 58159245.00
20140705 169383796.00 46886012.00
20140706 199569025.00 42738122.00
20140707 272182847.00 63467426.00
20140708 224240103.00 57017247.00
20140709 278005555.00 44472135.00
20140710 283095921.00 71503879.00
20140711 208671021.00 37145193.00
20140712 177644343.00 40240325.00
20140713 179759885.00 37261668.00
20140714 254797524.00 52533556.00
20140715 334810012.00 59644641.00
20140716 394890140.00 59605459.00
20140717 253011280.00 104717040.00
20140718 208959595.00 60675775.00
20140719 210318023.00 31681543.00
20140720 176449304.00 38768091.00
20140721 378088594.00 54882116.00
20140722 243084133.00 98632913.00
20140723 265461894.00 56660566.00
20140724 277044480.00 70641581.00
20140725 181641088.00 70693254.00
20140726 128268053.00 51725809.00
20140727 151406251.00 50588888.00
20140728 371762756.00 51656382.00
20140729 228093046.00 41066657.00
20140730 209917272.00 53868111.00
20140731 191728916.00 53122061.00
20140801 374884735.00 84227601.00
20140802 189092130.00 41930977.00
20140803 173825397.00 40828571.00
20140804 330640884.00 78477516.00
20140805 394780870.00 74040082.00
20140806 288821016.00 56127546.00
20140807 247646474.00 60050774.00
20140808 233903717.00 67603275.00
20140809 160262764.00 50648384.00
20140810 259534870.00 55462188.00
20140811 331550471.00 60850688.00
20140812 258493673.00 48112423.00
20140813 261506619.00 55277175.00
20140814 257702660.00 38957777.00
20140815 244551620.00 47779700.00
20140816 215059736.00 41164497.00
20140817 149978271.00 40085759.00
20140818 298499146.00 55584679.00
20140819 266401973.00 74648794.00
20140820 308378692.00 73775504.00
20140821 251763517.00 70493107.00
20140822 246316056.00 74322748.00
20140823 141412027.00 63911142.00
20140824 130195484.00 52046987.00
20140825 309574223.00 96656751.00
20140826 306945089.00 88192408.00
20140827 302194801.00 107408171.00
20140828 245082751.00 98896299.00
20140829 267554713.00 103967802.00
20140830 199708772.00 70813897.00
20140831 275090213.00 106464912.00
